,BAD,Loan Total,Mortgage Due,Value,Reason of Default,Occupation,Years at Job,Major derogatory,Delinquent credit lines,Age Of Oldest Credit Line in Months,Number Of Recent Credit Inquiries,Number of Credit Lines,Debt-to-Income Ratio,Home Value
5042,0,26800,35485.0,"60000-79,999",DebtCon,Mgr,14.0,0.0,0.0,84.766624812,5.0,15.0,36.191458546999996,"60000-79,999"
1064,0,9700,59100.0,"60000-79,999",HomeImp,Office,14.0,0.0,0.0,244.53333333,1.0,32.0,,"60000-79,999"
4383,0,22800,,"60000-79,999",DebtCon,Sales,2.0,0.0,0.0,393.51047241,0.0,23.0,24.050207993,"60000-79,999"
728,0,8200,66254.0,"60000-79,999",DebtCon,ProfExe,7.0,0.0,0.0,60.384862516999995,1.0,24.0,39.72610514,"60000-79,999"
276,1,5700,58400.0,"60000-79,999",HomeImp,ProfExe,4.0,0.0,0.0,177.5,2.0,26.0,,"60000-79,999"
3132,1,17000,54218.0,"60000-79,999",DebtCon,Mgr,5.0,1.0,0.0,177.5,6.0,35.0,,"60000-79,999"
3813,1,20000,11000.0,"60000-79,999",DebtCon,Other,7.0,1.0,3.0,267.83333333,1.0,23.0,,"60000-79,999"
2104,1,13300,58000.0,"60000-79,999",DebtCon,Mgr,6.6,0.0,1.0,226.2,1.0,33.0,,"60000-79,999"
1267,0,10300,61000.0,"60000-79,999",DebtCon,Office,12.0,0.0,0.0,251.53333333,4.0,37.0,,"60000-79,999"
886,1,8900,33208.0,"60000-79,999",DebtCon,Mgr,22.0,0.0,3.0,166.2,1.0,33.0,,"60000-79,999"
386,0,6400,62746.0,"60000-79,999",DebtCon,ProfExe,12.0,0.0,0.0,133.10154783,0.0,20.0,40.188123128,"60000-79,999"
187,1,5000,61999.0,"60000-79,999",HomeImp,Other,5.0,0.0,0.0,97.1,0.0,23.0,,"60000-79,999"
1772,0,12100,68941.0,"60000-79,999",HomeImp,Office,14.0,0.0,0.0,254.18965549,0.0,31.0,43.89784955,"60000-79,999"
1533,0,11300,57377.0,"60000-79,999",DebtCon,Office,4.0,0.0,0.0,91.219961165,1.0,15.0,25.140279716,"60000-79,999"
812,0,8500,58327.0,"60000-79,999",HomeImp,Mgr,2.0,0.0,2.0,123.36535633,0.0,22.0,28.111813831,"60000-79,999"
746,0,8300,59761.0,"60000-79,999",DebtCon,,17.0,0.0,0.0,147.94164245,1.0,11.0,31.959227235,"60000-79,999"
3113,0,16900,31143.0,"60000-79,999",HomeImp,Other,,1.0,0.0,237.17904542,0.0,49.0,42.132280565,"60000-79,999"
4542,0,23700,46910.0,"60000-79,999",DebtCon,Other,10.0,0.0,0.0,119.23120438,1.0,19.0,43.829588003999994,"60000-79,999"
2071,0,13100,69259.0,"60000-79,999",DebtCon,Office,11.0,0.0,0.0,240.41029194,3.0,37.0,40.735604411,"60000-79,999"
630,1,7900,67222.0,"60000-79,999",HomeImp,Other,4.0,0.0,0.0,95.676872691,0.0,23.0,36.97971203,"60000-79,999"
4537,1,23700,43712.0,"60000-79,999",DebtCon,Office,6.0,0.0,0.0,50.717534833,2.0,18.0,37.10325125,"60000-79,999"
3600,1,18900,,"60000-79,999",DebtCon,,,,,,,,42.919604974,"60000-79,999"
237,0,5400,,"60000-79,999",,,,,,,,,23.163742947,"60000-79,999"
953,0,9200,55643.0,"60000-79,999",HomeImp,Other,2.0,0.0,1.0,224.88223202,2.0,15.0,35.629354389,"60000-79,999"
1365,0,10600,56352.0,"60000-79,999",DebtCon,Office,5.0,0.0,0.0,98.377278192,2.0,15.0,26.242394306999998,"60000-79,999"
3545,1,18600,51936.0,"60000-79,999",DebtCon,ProfExe,3.0,0.0,0.0,199.80175424,0.0,21.0,36.995645841999995,"60000-79,999"
486,0,7000,58843.0,"60000-79,999",HomeImp,Other,1.5,0.0,0.0,103.66666667,0.0,7.0,,"60000-79,999"
1418,0,10800,49953.0,"60000-79,999",DebtCon,Other,0.0,0.0,0.0,58.89273133100001,8.0,21.0,23.875946186,"60000-79,999"
3140,0,17000,66894.0,"60000-79,999",DebtCon,,8.0,,,,,,25.260098683000002,"60000-79,999"
4201,1,21900,52735.0,"60000-79,999",DebtCon,ProfExe,5.0,0.0,1.0,217.02094018,6.0,23.0,34.015914976,"60000-79,999"
1880,1,12500,55000.0,"60000-79,999",DebtCon,Other,0.75,0.0,1.0,113.03333333,1.0,16.0,,"60000-79,999"
4808,0,25100,44639.0,"60000-79,999",DebtCon,Other,22.0,,1.0,284.91367043,0.0,29.0,39.518017085,"60000-79,999"
5888,0,58000,39436.0,"60000-79,999",DebtCon,Other,2.0,0.0,0.0,102.20935816,0.0,20.0,30.164553563000002,"60000-79,999"
644,0,7900,,"60000-79,999",,,,,,,,,23.345021675,"60000-79,999"
3260,1,17400,54161.0,"60000-79,999",DebtCon,Office,4.0,0.0,0.0,23.333333333000002,5.0,11.0,,"60000-79,999"
1103,0,9900,60488.0,"60000-79,999",HomeImp,Other,3.0,0.0,0.0,239.43363997,1.0,17.0,38.473075274,"60000-79,999"
907,0,9000,56162.0,"60000-79,999",HomeImp,Other,6.0,0.0,0.0,127.7869696,0.0,15.0,35.734056816,"60000-79,999"
4154,0,21700,8606.0,"60000-79,999",DebtCon,Office,,0.0,0.0,257.12072182,0.0,21.0,38.739218905,"60000-79,999"
5302,0,29400,39354.0,"60000-79,999",DebtCon,Mgr,13.0,1.0,0.0,77.342597043,6.0,15.0,35.110448893000004,"60000-79,999"
4816,0,25200,51789.0,"60000-79,999",DebtCon,Other,25.0,,1.0,281.92868460000005,1.0,30.0,40.874619093,"60000-79,999"
5024,0,26700,40785.0,"60000-79,999",DebtCon,Mgr,14.0,1.0,0.0,98.240520895,5.0,15.0,34.154228193,"60000-79,999"
181,1,5000,68000.0,"60000-79,999",DebtCon,ProfExe,0.1,0.0,0.0,131.86666667,0.0,30.0,,"60000-79,999"
4131,0,21600,45421.0,"60000-79,999",DebtCon,Office,2.0,0.0,1.0,230.24223467,0.0,11.0,33.457380881,"60000-79,999"
1583,0,11500,61264.0,"60000-79,999",DebtCon,Office,11.0,0.0,0.0,262.89018789,3.0,36.0,39.547882701999995,"60000-79,999"
4126,0,21500,10193.0,"60000-79,999",DebtCon,Office,,0.0,0.0,247.81397141,0.0,22.0,39.148512421,"60000-79,999"
4805,0,25100,23269.0,"60000-79,999",DebtCon,Other,,2.0,1.0,73.317884984,2.0,25.0,28.165930143,"60000-79,999"
1128,1,9900,59206.0,"60000-79,999",HomeImp,Office,6.0,0.0,2.0,288.39505854,1.0,19.0,30.776027864,"60000-79,999"
2111,1,13300,60014.0,"60000-79,999",DebtCon,Sales,1.0,0.0,,182.06437340000002,1.0,20.0,40.206671113,"60000-79,999"
3622,0,19000,43074.0,"60000-79,999",,,,,,,,,,"60000-79,999"
534,1,7300,60890.0,"60000-79,999",DebtCon,Other,6.0,0.0,1.0,45.966666667,0.0,13.0,,"60000-79,999"
1290,0,10400,63505.0,"60000-79,999",DebtCon,Other,3.0,0.0,0.0,182.0920717,2.0,17.0,33.690785641,"60000-79,999"
5259,0,28600,39009.0,"60000-79,999",DebtCon,Mgr,12.0,1.0,0.0,85.62551998800001,6.0,15.0,33.975814412,"60000-79,999"
2198,0,13600,18232.0,"60000-79,999",DebtCon,ProfExe,19.0,0.0,2.0,399.35570145,0.0,12.0,21.260894854,"60000-79,999"
1028,0,9500,59494.0,"60000-79,999",HomeImp,Other,0.0,0.0,0.0,98.99850784,0.0,6.0,36.888436373000005,"60000-79,999"
1587,1,11500,47597.57,"60000-79,999",DebtCon,Other,13.5,0.0,0.0,89.4,0.0,7.0,,"60000-79,999"
1274,0,10300,58572.0,"60000-79,999",DebtCon,Office,5.0,0.0,0.0,85.010052857,2.0,14.0,27.769438936999997,"60000-79,999"
3725,0,19700,32989.0,"60000-79,999",DebtCon,ProfExe,9.0,0.0,0.0,283.1,0.0,19.0,,"60000-79,999"
836,0,8600,66366.0,"60000-79,999",DebtCon,ProfExe,8.0,0.0,0.0,72.916721072,2.0,25.0,39.660408739,"60000-79,999"
4720,1,25000,47032.0,"60000-79,999",DebtCon,Other,9.0,0.0,7.0,259.46652785,3.0,22.0,40.787975749,"60000-79,999"
1758,0,12000,63589.0,"60000-79,999",HomeImp,Office,14.0,1.0,0.0,253.61692796,1.0,31.0,43.15970058,"60000-79,999"
369,1,6300,65875.0,"60000-79,999",DebtCon,Mgr,0.8,2.0,0.0,84.0,1.0,12.0,,"60000-79,999"
5324,0,30000,32657.0,"60000-79,999",DebtCon,Other,,,,288.33333333,0.0,16.0,,"60000-79,999"
2197,0,13600,66098.0,"60000-79,999",HomeImp,Office,12.0,0.0,0.0,245.60569562,1.0,32.0,43.396204585,"60000-79,999"
1168,0,10000,48041.0,"60000-79,999",HomeImp,Other,3.0,0.0,2.0,185.7,0.0,13.0,,"60000-79,999"
1809,0,12200,57112.0,"60000-79,999",DebtCon,Other,1.0,0.0,0.0,235.22926877,0.0,9.0,35.113185331,"60000-79,999"
1636,0,11700,64278.0,"60000-79,999",,Other,12.0,0.0,0.0,245.29516293,0.0,26.0,28.439965842,"60000-79,999"
1005,0,9400,53756.0,"60000-79,999",HomeImp,Office,12.0,2.0,0.0,244.11665292,2.0,29.0,33.374570631,"60000-79,999"
3685,0,19400,51360.0,"60000-79,999",DebtCon,Office,1.0,0.0,0.0,222.83211812,0.0,11.0,36.263336197,"60000-79,999"
1435,0,10900,59029.0,"60000-79,999",DebtCon,Other,2.0,0.0,0.0,231.73414438,0.0,10.0,36.025683828000005,"60000-79,999"
1300,1,10400,51200.0,"60000-79,999",DebtCon,Other,12.0,0.0,0.0,132.36666667,0.0,16.0,,"60000-79,999"
2975,1,16300,49868.0,"60000-79,999",DebtCon,Other,9.0,0.0,0.0,81.27415579699999,2.0,9.0,40.372556541,"60000-79,999"
3664,0,19300,50554.0,"60000-79,999",DebtCon,Mgr,9.0,2.0,0.0,78.276625282,3.0,27.0,36.026904369,"60000-79,999"
3043,0,16500,45441.0,"60000-79,999",DebtCon,Mgr,4.0,0.0,0.0,124.03338316,1.0,8.0,28.173450675999998,"60000-79,999"
5471,0,32900,37265.0,"60000-79,999",DebtCon,Other,7.0,,,128.73114318,,23.0,34.857977061999996,"60000-79,999"
5011,0,26500,47820.0,"60000-79,999",DebtCon,Other,24.0,,0.0,282.44500782,0.0,30.0,41.288882375,"60000-79,999"
5404,0,31400,37750.0,"60000-79,999",DebtCon,Other,,,,268.26493058,0.0,16.0,41.448763305,"60000-79,999"
1426,0,10900,,"60000-79,999",,,,,,,,,22.392611597,"60000-79,999"
490,0,7000,56636.0,"60000-79,999",HomeImp,Other,15.0,0.0,0.0,229.3,1.0,36.0,,"60000-79,999"
3334,1,17700,58016.0,"60000-79,999",DebtCon,Office,4.0,0.0,0.0,28.011491753,5.0,10.0,41.463373328,"60000-79,999"
5606,0,37700,31687.0,"60000-79,999",DebtCon,ProfExe,5.0,0.0,0.0,192.35167019,2.0,18.0,23.873408822,"60000-79,999"
2643,0,15100,44700.0,"60000-79,999",DebtCon,Mgr,5.0,0.0,0.0,134.50434819999998,0.0,9.0,29.383996530999998,"60000-79,999"
2492,1,14900,55480.0,"60000-79,999",HomeImp,Other,15.0,0.0,1.0,122.08949983,5.0,20.0,43.06260476,"60000-79,999"
592,0,7500,60192.0,"60000-79,999",DebtCon,ProfExe,8.0,0.0,0.0,60.503625209,2.0,24.0,39.280512379,"60000-79,999"
2999,0,16400,47428.0,"60000-79,999",DebtCon,ProfExe,4.0,0.0,0.0,232.31554471,3.0,31.0,33.106835776,"60000-79,999"
66,0,3600,61327.0,"60000-79,999",HomeImp,Mgr,9.0,,2.0,202.51077515,0.0,25.0,41.516389699,"60000-79,999"
1130,0,10000,63218.0,"60000-79,999",DebtCon,Office,5.0,2.0,3.0,183.66666667,3.0,30.0,,"60000-79,999"
754,0,8300,67839.0,"60000-79,999",DebtCon,ProfExe,9.0,0.0,0.0,58.560174005,3.0,24.0,38.974293529,"60000-79,999"
5352,0,30300,36014.0,"60000-79,999",DebtCon,Mgr,14.0,0.0,0.0,88.934468851,5.0,16.0,34.9372716,"60000-79,999"
3215,0,17200,48999.0,"60000-79,999",DebtCon,ProfExe,5.0,0.0,0.0,240.52274651,3.0,31.0,32.841753914,"60000-79,999"
1991,1,12900,29891.0,"60000-79,999",HomeImp,Other,2.0,0.0,0.0,29.058670234,3.0,11.0,31.458500529000002,"60000-79,999"
3656,0,19200,62215.0,"60000-79,999",DebtCon,Other,18.0,0.0,0.0,199.87564576,1.0,21.0,36.02366277,"60000-79,999"
4898,0,25700,23047.0,"60000-79,999",DebtCon,Other,,2.0,1.0,104.56620290000001,2.0,26.0,29.296633490999998,"60000-79,999"
1134,0,10000,68807.0,"60000-79,999",HomeImp,Office,14.0,0.0,0.0,237.6478941,0.0,32.0,42.335573511999996,"60000-79,999"
5596,0,37200,35515.0,"60000-79,999",DebtCon,ProfExe,6.0,0.0,0.0,203.70805458,1.0,17.0,22.432132089,"60000-79,999"
5398,0,31300,33658.0,"60000-79,999",DebtCon,Other,,,,286.69628922,0.0,15.0,40.357373902,"60000-79,999"
5768,0,45000,,"60000-79,999",HomeImp,Office,11.0,0.0,0.0,297.3,0.0,13.0,,"60000-79,999"
3073,0,16700,51310.0,"60000-79,999",DebtCon,Other,2.0,,2.0,271.6519477,0.0,10.0,37.630057159,"60000-79,999"
5491,0,33400,37262.0,"60000-79,999",DebtCon,Other,9.0,,,131.04498598,,24.0,32.021051449,"60000-79,999"
766,0,8400,62989.0,"60000-79,999",HomeImp,Mgr,3.0,0.0,2.0,131.47138261,0.0,22.0,29.200400339,"60000-79,999"
530,1,7200,,"60000-79,999",HomeImp,Other,10.0,0.0,0.0,70.193890188,0.0,11.0,41.250706258,"60000-79,999"
1764,0,12100,58556.0,"60000-79,999",HomeImp,Other,3.0,0.0,1.0,234.65854468,1.0,16.0,37.639252934,"60000-79,999"
86,1,4000,41700.0,"60000-79,999",HomeImp,Other,0.5,0.0,3.0,136.13333333,0.0,15.0,,"60000-79,999"
3644,0,19100,58453.0,"60000-79,999",DebtCon,Other,15.0,1.0,0.0,203.14107643,1.0,21.0,36.228729628,"60000-79,999"
399,0,6500,63144.0,"60000-79,999",HomeImp,Mgr,2.0,0.0,2.0,129.0777116,0.0,23.0,29.055433128,"60000-79,999"
1296,0,10400,64904.0,"60000-79,999",DebtCon,Office,11.0,0.0,0.0,245.01801188,4.0,37.0,41.423844135,"60000-79,999"
5789,0,47500,,"60000-79,999",HomeImp,Office,11.0,0.0,0.0,290.6493233,0.0,13.0,34.146892704,"60000-79,999"
2129,0,13300,55505.0,"60000-79,999",DebtCon,Other,0.0,0.0,0.0,222.91307236,0.0,10.0,32.968632674,"60000-79,999"
2993,0,16400,57651.0,"60000-79,999",DebtCon,Office,1.0,0.0,0.0,172.20009219999997,0.0,25.0,31.819622172,"60000-79,999"
5433,0,32000,35219.0,"60000-79,999",DebtCon,Other,9.0,,,110.45252079999999,,23.0,32.364212626,"60000-79,999"
4330,0,22500,40884.0,"60000-79,999",DebtCon,ProfExe,8.0,0.0,0.0,270.26019668,0.0,18.0,39.954572785,"60000-79,999"
949,0,9100,59430.0,"60000-79,999",HomeImp,Other,5.0,0.0,1.0,246.09510911,1.0,16.0,37.470923376,"60000-79,999"
1434,0,10900,51990.0,"60000-79,999",HomeImp,Other,0.0,0.0,1.0,180.81810233,0.0,12.0,29.555406533000003,"60000-79,999"
2380,0,14300,52608.0,"60000-79,999",DebtCon,Other,0.0,0.0,0.0,217.27719188,0.0,9.0,34.095384038,"60000-79,999"
2582,1,15000,62674.0,"60000-79,999",HomeImp,Mgr,8.0,1.0,5.0,249.53333333,0.0,31.0,,"60000-79,999"
2356,0,14200,64235.0,"60000-79,999",DebtCon,,9.0,,,,,,24.835957923000002,"60000-79,999"
516,0,7100,64850.0,"60000-79,999",HomeImp,Other,0.0,0.0,0.0,108.21718977,0.0,7.0,36.337557557,"60000-79,999"
4297,0,22400,40605.0,"60000-79,999",DebtCon,ProfExe,9.0,0.0,0.0,276.27591395,0.0,19.0,39.730192796,"60000-79,999"
210,0,5200,67000.0,"60000-79,999",HomeImp,Other,9.0,0.0,1.0,119.7,0.0,25.0,,"60000-79,999"
5066,0,27000,45482.0,"60000-79,999",DebtCon,Office,0.8,0.0,0.0,164.3,3.0,19.0,,"60000-79,999"
2648,1,15200,58000.0,"60000-79,999",DebtCon,Other,0.9,1.0,0.0,127.86666667,3.0,26.0,,"60000-79,999"
104,0,4200,67700.0,"60000-79,999",DebtCon,Sales,4.0,0.0,0.0,128.83333333,0.0,31.0,,"60000-79,999"
722,0,8200,68013.0,"60000-79,999",DebtCon,ProfExe,8.0,0.0,0.0,49.146922298,1.0,23.0,40.792589704,"60000-79,999"
2022,0,13000,61509.0,"60000-79,999",DebtCon,Other,6.0,0.0,0.0,172.8544902,2.0,17.0,35.390861311,"60000-79,999"
1822,0,12300,60200.0,"60000-79,999",HomeImp,Office,13.0,0.0,0.0,242.24413818,1.0,32.0,45.394168545,"60000-79,999"
1914,0,12600,62493.0,"60000-79,999",,Other,13.0,0.0,0.0,266.33310144,0.0,26.0,27.007872195999997,"60000-79,999"
2874,0,16000,56295.0,"60000-79,999",DebtCon,Office,0.0,0.0,0.0,190.39640686,0.0,24.0,31.737034291,"60000-79,999"
4958,0,26200,49323.0,"60000-79,999",DebtCon,Other,23.0,,1.0,286.18165514,0.0,29.0,39.676304649,"60000-79,999"
115,0,4500,,"60000-79,999",,,,,,,,,25.227252904,"60000-79,999"
2336,0,14100,51723.0,"60000-79,999",DebtCon,ProfExe,21.0,0.0,0.0,199.53304804,0.0,15.0,25.092147219,"60000-79,999"
1501,0,11100,61856.0,"60000-79,999",HomeImp,Other,4.0,0.0,1.0,243.71377409,1.0,16.0,36.564119563,"60000-79,999"
4555,1,23800,19612.0,"60000-79,999",DebtCon,ProfExe,15.0,0.0,6.0,173.46666667,0.0,19.0,,"60000-79,999"
1489,1,11100,52028.0,"60000-79,999",HomeImp,Other,,0.0,2.0,194.48489733,1.0,12.0,30.797674365,"60000-79,999"
536,1,7300,60971.32,"60000-79,999",DebtCon,Other,2.0,,,,,,,"60000-79,999"
2913,1,16100,49371.0,"60000-79,999",DebtCon,Office,3.0,2.0,2.0,214.06037616,1.0,51.0,44.21676389,"60000-79,999"
4492,1,23500,52457.0,"60000-79,999",DebtCon,Other,16.0,0.0,0.0,,0.0,0.0,33.568766269,"60000-79,999"
4207,0,21900,53458.0,"60000-79,999",DebtCon,ProfExe,10.0,0.0,0.0,192.88774922,1.0,42.0,40.956310781999996,"60000-79,999"
1355,0,10600,66590.0,"60000-79,999",HomeImp,Other,1.0,1.0,0.0,110.77162319,0.0,6.0,39.735785258,"60000-79,999"
5079,0,27100,24494.0,"60000-79,999",DebtCon,Other,,1.0,1.0,101.3129167,1.0,26.0,31.124553856,"60000-79,999"
5417,0,31800,34302.0,"60000-79,999",DebtCon,Other,10.0,,,123.46882703,,24.0,33.634689054,"60000-79,999"
768,0,8400,62583.0,"60000-79,999",DebtCon,Office,6.0,0.0,0.0,98.67270508899999,2.0,15.0,26.308380329000002,"60000-79,999"
262,0,5600,76407.0,"60000-79,999",HomeImp,Other,9.0,0.0,0.0,91.683770634,0.0,24.0,37.773350975999996,"60000-79,999"
4705,0,24900,46116.0,"60000-79,999",DebtCon,Other,9.0,0.0,0.0,120.08355192,1.0,19.0,42.929509267,"60000-79,999"
2632,1,15100,54000.0,"60000-79,999",HomeImp,ProfExe,13.0,1.0,1.0,122.56666667,1.0,26.0,,"60000-79,999"
1297,0,10400,64336.0,"60000-79,999",DebtCon,Office,4.0,2.0,3.0,188.78007609,2.0,30.0,39.699980465,"60000-79,999"
1904,0,12600,45633.0,"60000-79,999",DebtCon,ProfExe,19.0,0.0,0.0,209.72551959,0.0,15.0,23.915614881,"60000-79,999"
5078,0,27100,44095.0,"60000-79,999",DebtCon,Mgr,14.0,1.0,0.0,92.140029015,6.0,15.0,33.535547201,"60000-79,999"
845,1,8700,62600.0,"60000-79,999",DebtCon,Other,0.5,1.0,0.0,351.03333333,3.0,13.0,,"60000-79,999"
3431,0,18100,27186.0,"60000-79,999",HomeImp,Other,,0.0,0.0,249.4133616,0.0,50.0,43.727930478000005,"60000-79,999"
2784,1,15700,53443.0,"60000-79,999",DebtCon,Office,2.0,0.0,5.0,73.087538893,0.0,16.0,45.195495871000006,"60000-79,999"
598,0,7600,58622.0,"60000-79,999",HomeImp,Other,15.0,0.0,0.0,249.63376067,2.0,36.0,34.882066439,"60000-79,999"
3696,0,19500,51333.0,"60000-79,999",,,,,,,,,37.398316563,"60000-79,999"
891,1,8900,62733.0,"60000-79,999",DebtCon,Mgr,8.0,0.0,0.0,68.890096166,3.0,17.0,37.773300594,"60000-79,999"
1151,0,10000,7718.0,"60000-79,999",DebtCon,Other,8.0,0.0,0.0,261.8,0.0,14.0,,"60000-79,999"
2162,0,13500,63150.0,"60000-79,999",,Other,10.0,0.0,0.0,258.62150111,0.0,27.0,29.330142054,"60000-79,999"
5462,0,32700,39796.0,"60000-79,999",DebtCon,Other,,,,294.43069578,0.0,15.0,40.237072956999995,"60000-79,999"
5846,0,50900,22000.0,"60000-79,999",HomeImp,Other,3.0,2.0,0.0,263.73333333,7.0,14.0,,"60000-79,999"
944,0,9100,62976.0,"60000-79,999",HomeImp,Mgr,0.0,0.0,2.0,131.19349603,0.0,23.0,26.090418913,"60000-79,999"
4950,0,26100,50605.0,"60000-79,999",DebtCon,Other,21.0,,0.0,286.44820425,1.0,31.0,41.173805046999995,"60000-79,999"
1678,1,11900,58104.0,"60000-79,999",HomeImp,Other,7.0,0.0,0.0,69.43333333300001,1.0,19.0,,"60000-79,999"
1159,0,10000,59764.0,"60000-79,999",DebtCon,Sales,7.0,0.0,0.0,136.9,0.0,35.0,,"60000-79,999"
4994,0,26500,23742.0,"60000-79,999",DebtCon,Other,,2.0,1.0,99.37716841,2.0,26.0,28.876723751,"60000-79,999"
171,0,5000,70470.0,"60000-79,999",DebtCon,,5.0,,,,,,,"60000-79,999"
2437,0,14600,51613.0,"60000-79,999",DebtCon,Office,0.0,0.0,0.0,182.88257536,0.0,25.0,32.224452406,"60000-79,999"
3736,0,19800,47488.0,"60000-79,999",,,,,,,,,37.308246697,"60000-79,999"
296,0,5900,70973.0,"60000-79,999",HomeImp,Other,7.0,0.0,0.0,120.37941429,0.0,24.0,41.442500462,"60000-79,999"
2010,0,12900,19688.0,"60000-79,999",DebtCon,ProfExe,20.0,0.0,2.0,407.26116688,0.0,12.0,22.839078993,"60000-79,999"
4434,1,23000,47000.0,"60000-79,999",DebtCon,Other,17.8,2.0,1.0,100.46666667,0.0,28.0,,"60000-79,999"
3398,0,18000,56000.0,"60000-79,999",DebtCon,,4.0,0.0,0.0,108.53333333,0.0,16.0,,"60000-79,999"
1632,1,11700,62400.0,"60000-79,999",DebtCon,Office,20.0,0.0,0.0,216.06666667,2.0,24.0,,"60000-79,999"
3162,1,17000,52700.0,"60000-79,999",DebtCon,Other,2.0,0.0,0.0,62.9,0.0,10.0,,"60000-79,999"
1200,1,10000,66399.0,"60000-79,999",,ProfExe,0.9,0.0,0.0,112.6,0.0,15.0,,"60000-79,999"
93,0,4000,62000.0,"60000-79,999",HomeImp,Other,4.0,0.0,0.0,109.56666667,0.0,15.0,,"60000-79,999"
4843,0,25400,44800.0,"60000-79,999",DebtCon,Other,21.0,0.0,0.0,211.03333333,1.0,27.0,,"60000-79,999"
956,1,9200,64900.0,"60000-79,999",DebtCon,Mgr,10.0,0.0,0.0,122.76666667,2.0,24.0,,"60000-79,999"
3286,1,17500,56647.0,"60000-79,999",DebtCon,ProfExe,11.0,3.0,2.0,92.3,7.0,29.0,,"60000-79,999"
2316,1,14000,64000.0,"60000-79,999",,ProfExe,7.4,0.0,0.0,174.43333333,0.0,20.0,,"60000-79,999"
1654,0,11800,65062.0,"60000-79,999",HomeImp,Office,12.0,0.0,0.0,251.14419571,0.0,31.0,43.372372819,"60000-79,999"
519,0,7200,62329.0,"60000-79,999",DebtCon,ProfExe,8.0,0.0,0.0,55.35880309,1.0,23.0,38.640277109,"60000-79,999"
5482,1,33200,36705.0,"60000-79,999",DebtCon,Mgr,19.0,2.0,0.0,120.09014303,0.0,13.0,35.015748716,"60000-79,999"
3593,1,18900,51075.0,"60000-79,999",DebtCon,Office,2.0,1.0,5.0,74.09119603399999,1.0,15.0,42.198282202,"60000-79,999"
1561,0,11400,55965.0,"60000-79,999",DebtCon,Office,6.0,0.0,0.0,96.292020222,2.0,14.0,27.173232225,"60000-79,999"
1374,0,10700,55341.0,"60000-79,999",HomeImp,Other,3.0,0.0,1.0,192.59685455,0.0,12.0,28.828649308000003,"60000-79,999"
1080,0,9800,58936.0,"60000-79,999",DebtCon,,19.0,0.0,0.0,152.14012571,0.0,11.0,32.188760518,"60000-79,999"
780,0,8400,57103.0,"60000-79,999",DebtCon,Other,0.0,0.0,0.0,56.30976479,8.0,21.0,23.521188257,"60000-79,999"
3665,0,19300,53710.0,"60000-79,999",DebtCon,Other,5.0,,,114.14269623,0.0,7.0,36.991343492,"60000-79,999"
387,0,6400,76732.0,"60000-79,999",HomeImp,Other,8.0,0.0,0.0,109.19302137,0.0,26.0,37.964554318000005,"60000-79,999"
5463,0,32800,35458.0,"60000-79,999",DebtCon,Other,9.0,,,126.51770522,,23.0,33.688056559,"60000-79,999"
3261,0,17400,44479.0,"60000-79,999",DebtCon,Mgr,1.0,0.0,0.0,117.32358880000001,0.0,9.0,27.133989435,"60000-79,999"
2127,0,13300,66502.0,"60000-79,999",DebtCon,Other,4.0,0.0,0.0,178.11210649999998,1.0,16.0,33.795091238000005,"60000-79,999"
1095,0,9800,55330.0,"60000-79,999",HomeImp,Mgr,2.0,0.0,1.0,122.70553687,0.0,23.0,28.896101855999998,"60000-79,999"
251,0,5500,78059.0,"60000-79,999",DebtCon,,5.0,,,,,,20.679313582,"60000-79,999"
2494,0,14900,45701.0,"60000-79,999",DebtCon,Mgr,5.0,0.0,0.0,125.03135342,1.0,8.0,26.343855653000002,"60000-79,999"
5451,0,32300,41877.0,"60000-79,999",DebtCon,Other,8.0,,,121.99772938,,23.0,31.876262039,"60000-79,999"
3823,0,20000,,"60000-79,999",DebtCon,Sales,2.0,0.0,0.0,399.74188176,0.0,23.0,23.948854331,"60000-79,999"
889,0,8900,63342.0,"60000-79,999",DebtCon,,19.0,0.0,0.0,162.19648426,1.0,11.0,32.612662762,"60000-79,999"
745,0,8300,47000.0,"60000-79,999",HomeImp,Other,18.0,0.0,0.0,195.83333333,1.0,17.0,,"60000-79,999"
5020,0,26600,49610.0,"60000-79,999",DebtCon,Other,23.0,,0.0,278.60356404,0.0,30.0,39.529903612,"60000-79,999"
995,0,9400,56508.0,"60000-79,999",DebtCon,,17.0,0.0,0.0,141.93115618,0.0,11.0,32.327495049,"60000-79,999"
1414,0,10800,61791.0,"60000-79,999",DebtCon,Office,5.0,0.0,0.0,94.518067782,2.0,15.0,28.088524645,"60000-79,999"
1955,0,12800,56516.0,"60000-79,999",HomeImp,Other,0.0,0.0,1.0,195.72332191,0.0,13.0,27.337441385,"60000-79,999"
4151,0,21700,56822.0,"60000-79,999",DebtCon,Mgr,10.0,1.0,0.0,70.691072722,3.0,28.0,36.610540064,"60000-79,999"
3413,0,18000,50409.0,"60000-79,999",DebtCon,ProfExe,9.0,0.0,0.0,191.28207894,0.0,42.0,39.483023972,"60000-79,999"
2491,1,14900,54359.0,"60000-79,999",DebtCon,Self,4.0,3.0,0.0,129.96775559,0.0,24.0,3.0161414514,"60000-79,999"
4150,0,21700,58363.0,"60000-79,999",DebtCon,,5.0,0.0,0.0,104.17477035,0.0,16.0,38.188435476,"60000-79,999"
